0,1,2,3,4,5
B02F38NJAF,B02F37V2O5,肯尼亚非洲野生动物园,风景名胜;公园广场;动物园,深南大道9037号世界之窗,"113.972292,22.532777"
B02F37V7IB,,深圳野生动物园,风景名胜;公园广场;动物园,西丽湖路4065号(西丽湖东侧),"113.972146,22.596039"
B0IA57FW2Y,B0GRH6N6XP,JILi ZOO,风景名胜;公园广场;动物园,海城路与新湖路交叉口东北180米,"113.872326,22.569999"
B0FFGMED69,,大羊驼,风景名胜;公园广场;动物园,西丽镇西丽路465号,"113.976331,22.594082"
