0,1,2,3,4,5
B02F38RVT1,,新安烟馆,风景名胜;公园广场;植物园,南头中心围街77,"113.920293,22.543179"
B0FFFQFKX7,B02F30242A,中山公园-古树林,风景名胜;公园广场;植物园,中山公园,"113.918781,22.544444"
B0FFJRVQPI,,花海植物园(建设中),风景名胜;公园广场;植物园,大浪街道石龙仔路888号,"113.978729,22.705244"
