0,1,2,3,4,5
B02F37VL3A,B02F309OS4,宝安档案馆,科教文化服务;档案馆;档案馆,四区龙井二路91号,"113.910961,22.558740"
B0HU3ZY0MT,,光明区党史馆(方志馆),科教文化服务;档案馆;档案馆,宝新科技园4栋A座19层,"113.939854,22.740867"
B0H0DSAE0W,,深圳大学档案馆,科教文化服务;档案馆;档案馆,学生西路与立德路交叉口南80米,"113.936306,22.533826"
B02F30A5F8,,深圳市南山区档案馆,科教文化服务;档案馆;档案馆,桃园路2号04层,"113.930473,22.533012"
B0HA6CBPEK,,深圳市光明区人力资源局档案服务站,科教文化服务;档案馆;档案馆,凤凰街道科裕新村11栋1楼,"113.930982,22.738864"
B02F38SV3P,B02F37VFOD,深圳市宝安区建设档案室查阅室,科教文化服务;档案馆;档案馆,宝民一路74广场大厦2层,"113.901020,22.563462"
